fips,country,state,county,level,lat,locationId,long,population,metrics.testPositivityRatio,metrics.testPositivityRatioDetails.source,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,metrics.icuHeadroomRatio,metrics.icuHeadroomDetails,metrics.icuCapacityRatio,riskLevels.overall,riskLevels.testPositivityRatio,riskLevels.caseDensity,riskLevels.contactTracerCapacityRatio,riskLevels.infectionRate,riskLevels.icuHeadroomRatio,riskLevels.icuCapacityRatio,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,actuals.hospitalBeds.typicalUsageRate,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,actuals.icuBeds.typicalUsageRate,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,lastUpdatedDate,url,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered
48295,US,TX,Lipscomb County,county,,iso1:us#iso2:us-tx#fips:48295,,3233,,other,0,,,,,,,0,4,0,4,4,4,4,349,12,,,,,,0,,,,0,,0,,803,736,5/31/21,https://covidactnow.org/us/texas-tx/county/lipscomb_county,0.248376121,0.227652335,0,1470
48297,US,TX,Live Oak County,county,,iso1:us#iso2:us-tx#fips:48297,,12207,0.0357,other,0,,1.021788045,1.160682985,,,,0,1,0,4,1,4,4,1138,22,,,,,,1,,,,0,,0,,3124,2620,5/31/21,https://covidactnow.org/us/texas-tx/county/live_oak_county,0.255918735,0.214630949,0,5598
48299,US,TX,Llano County,county,,iso1:us#iso2:us-tx#fips:48299,,21795,0.0085,other,0.655458329,,0.883031047,0.946875023,,,,0,0,0,4,0,4,4,1688,51,,,,27,2,1,0.05,0,,0,,0,,9457,8186,5/31/21,https://covidactnow.org/us/texas-tx/county/llano_county,0.433906859,0.375590732,0,16628
48301,US,TX,Loving County,county,,iso1:us#iso2:us-tx#fips:48301,,169,,other,0,,,,,,,0,4,0,4,4,4,4,2,0,,,,,,0,,,,0,,0,,33,25,5/31/21,https://covidactnow.org/us/texas-tx/county/loving_county,0.195266272,0.147928994,0,58
48303,US,TX,Lubbock County,county,,iso1:us#iso2:us-tx#fips:48303,,310569,0.018,other,3.035902305,,0.688582634,0.461804007,0.163778529,,0.881656804,1,0,1,4,0,0,3,49319,791,,,,1650,925,39,0.6,193,170,13,0.79,0,,114838,98044,5/31/21,https://covidactnow.org/us/texas-tx/county/lubbock_county,0.369766461,0.315691521,0,205805
48305,US,TX,Lynn County,county,,iso1:us#iso2:us-tx#fips:48305,,5951,0.0417,other,7.201670788,,1,1.167521158,0.103478261,,,1,1,1,4,1,0,4,623,23,,,,25,5,0,0.2,4,4,0,,0,,1844,1571,5/31/21,https://covidactnow.org/us/texas-tx/county/lynn_county,0.309863888,0.263989246,0,3306
48307,US,TX,McCulloch County,county,,iso1:us#iso2:us-tx#fips:48307,,7984,0.2222,other,7.157171486,,1.123490253,1.191533724,,,,3,3,1,4,2,4,4,582,19,,,,25,4,0,0.22,0,,0,,0,,2247,1835,5/31/21,https://covidactnow.org/us/texas-tx/county/mc_culloch_county,0.281437876,0.229834669,0,3896
48309,US,TX,McLennan County,county,,iso1:us#iso2:us-tx#fips:48309,,256623,0.0266,other,7.793533705,,0.956730939,0.377645722,0.217283951,,0.871999999,1,0,1,4,1,0,3,27496,475,,,,521,359,16,0.71,53,46,6,0.67,0,,92143,76116,5/31/21,https://covidactnow.org/us/texas-tx/county/mc_lennan_county,0.359059788,0.296606306,1,158839
48311,US,TX,McMullen County,county,,iso1:us#iso2:us-tx#fips:48311,,743,,other,0,,,,,,,0,4,0,4,4,4,4,84,5,,,,,,0,,,,0,,0,,257,229,5/31/21,https://covidactnow.org/us/texas-tx/county/mc_mullen_county,0.34589502,0.30820996,0,450
48313,US,TX,Madison County,county,,iso1:us#iso2:us-tx#fips:48313,,14284,0.0203,other,7.000840101,,0.901489245,0.966189903,,,,1,0,1,4,1,4,4,1982,29,,,,25,7,1,0.59,0,,0,,0,,4472,3631,5/31/21,https://covidactnow.org/us/texas-tx/county/madison_county,0.313077569,0.254200504,0,7574
48315,US,TX,Marion County,county,,iso1:us#iso2:us-tx#fips:48315,,9854,0.0667,other,0,,1,1.167521158,,,,0,1,0,4,1,4,4,542,33,,,,,,1,,,,0,,0,,2944,2528,5/31/21,https://covidactnow.org/us/texas-tx/county/marion_county,0.298761924,0.256545565,0,5103
48317,US,TX,Martin County,county,,iso1:us#iso2:us-tx#fips:48317,,5771,,other,7.426294032,,0.997137259,1.168419628,,,,1,4,1,4,1,4,4,637,19,,,,18,4,0,0.25,2,0,0,,1,,1462,1127,5/31/21,https://covidactnow.org/us/texas-tx/county/martin_county,0.253335644,0.195286779,0,2479
48319,US,TX,Mason County,county,,iso1:us#iso2:us-tx#fips:48319,,4274,,other,36.76716358,,1.322447045,1.022382257,,,,3,4,3,4,2,4,4,420,6,,,,,,0,,,,0,,2,,1664,1492,5/31/21,https://covidactnow.org/us/texas-tx/county/mason_county,0.389330838,0.349087506,0,3060
48321,US,TX,Matagorda County,county,,iso1:us#iso2:us-tx#fips:48321,,36643,0.0536,other,9.746550696,,0.511473125,0.592713732,0.500500501,,0.666666666,1,1,1,4,0,1,0,4218,114,,,,75,33,9,0.28,3,2,1,0.47,0,,13171,10465,5/31/21,https://covidactnow.org/us/texas-tx/county/matagorda_county,0.359441094,0.285593428,0,22769
48323,US,TX,Maverick County,county,,iso1:us#iso2:us-tx#fips:48323,,58722,0.051,other,0,,0.987923441,1.13364941,,,0.847826087,0,1,0,4,1,4,2,10451,356,,,,101,42,2,0.5,6,5,0,0.69,0,,32582,21001,5/31/21,https://covidactnow.org/us/texas-tx/county/maverick_county,0.554851674,0.357634277,0,50815
48325,US,TX,Medina County,county,,iso1:us#iso2:us-tx#fips:48325,,51584,0.0236,other,1.661644807,,0.569826714,0.750155345,0.208457415,,,1,0,1,4,0,0,4,5086,105,,,,25,6,0,0.35,10,9,1,,0,,20347,17036,5/31/21,https://covidactnow.org/us/texas-tx/county/medina_county,0.394444014,0.330257444,0,35003
48327,US,TX,Menard County,county,,iso1:us#iso2:us-tx#fips:48327,,2138,,other,0,,,,,,,0,4,0,4,4,4,4,211,9,,,,,,0,,,,0,,0,,851,789,5/31/21,https://covidactnow.org/us/texas-tx/county/menard_county,0.398035547,0.369036483,0,1507
48329,US,TX,Midland County,county,,iso1:us#iso2:us-tx#fips:48329,,176832,0.0394,other,4.120133395,,0.576487511,0.559754991,0.60009058,,0.750000002,1,1,1,4,0,2,1,17665,272,,,,645,181,17,0.63,27,20,7,,0,,55535,46750,5/31/21,https://covidactnow.org/us/texas-tx/county/midland_county,0.314055148,0.264375226,0,100174
48331,US,TX,Milam County,county,,iso1:us#iso2:us-tx#fips:48331,,24823,0.0202,other,1.151006267,,0.887686682,0.964244839,inf,,,1,0,1,4,0,4,4,2555,49,,,,35,,1,,0,,0,,0,,8071,6931,5/31/21,https://covidactnow.org/us/texas-tx/county/milam_county,0.325142005,0.279216855,0,14527
48333,US,TX,Mills County,county,,iso1:us#iso2:us-tx#fips:48333,,4873,0.0333,other,0,,1,1.167521158,,,,0,1,0,4,1,4,4,658,21,,,,,,0,,,,0,,0,,1651,1392,5/31/21,https://covidactnow.org/us/texas-tx/county/mills_county,0.338805664,0.285655654,0,2929
48335,US,TX,Mitchell County,county,,iso1:us#iso2:us-tx#fips:48335,,8545,0.0667,other,1.671821449,,1,1.167521158,,,,1,1,1,4,1,4,4,606,31,,,,25,4,0,0.32,0,0,11,,0,,2282,1972,5/31/21,https://covidactnow.org/us/texas-tx/county/mitchell_county,0.267056758,0.230778233,0,4135
48337,US,TX,Montague County,county,,iso1:us#iso2:us-tx#fips:48337,,19818,0.0256,other,3.604227037,,1.044871163,0.965128489,,,,1,0,1,4,1,4,4,2108,71,,,,71,1,1,0.23,0,,0,,0,,5518,4706,5/31/21,https://covidactnow.org/us/texas-tx/county/montague_county,0.278433747,0.237460894,0,9660
48339,US,TX,Montgomery County,county,,iso1:us#iso2:us-tx#fips:48339,,607391,0.0457,other,8.537687068,,0.789939675,0.19774429,0.166508988,,0.895364237,1,1,1,4,0,0,3,54376,589,,,,2097,688,47,0.55,107,96,12,0.51,0,,247580,189720,5/31/21,https://covidactnow.org/us/texas-tx/county/montgomery_county,0.40761223,0.31235234,0,421831
48341,US,TX,Moore County,county,,iso1:us#iso2:us-tx#fips:48341,,20940,0.0156,other,3.820439351,,0.450983732,0.843947147,,,,1,0,1,4,0,4,4,2750,73,,,,25,9,0,0.52,2,1,1,0.17,0,,7682,6066,5/31/21,https://covidactnow.org/us/texas-tx/county/moore_county,0.366857689,0.289684814,0,13495
48343,US,TX,Morris County,county,,iso1:us#iso2:us-tx#fips:48343,,12388,0.4,other,5.765948614,,1.288810493,1.101986032,,,,3,3,1,4,2,4,4,879,33,,,,,,1,,,,1,,0,,3750,3122,5/31/21,https://covidactnow.org/us/texas-tx/county/morris_county,0.302712302,0.252018082,0,6379
48345,US,TX,Motley County,county,,iso1:us#iso2:us-tx#fips:48345,,1200,,other,11.9047619,,,,,,,2,4,2,4,4,4,4,117,8,,,,,,0,,,,0,,0,,359,220,5/31/21,https://covidactnow.org/us/texas-tx/county/motley_county,0.299166667,0.183333333,0,568
48347,US,TX,Nacogdoches County,county,,iso1:us#iso2:us-tx#fips:48347,,65204,0.0934,other,3.067296485,,0.77166628,0.812347952,0.154400412,,0.527363183,1,1,1,4,0,0,0,4589,171,,,,392,165,13,0.3,28,15,3,0.34,0,,21840,17940,5/31/21,https://covidactnow.org/us/texas-tx/county/nacogdoches_county,0.334948776,0.275136495,0,35986
48349,US,TX,Navarro County,county,,iso1:us#iso2:us-tx#fips:48349,,50113,0.0223,other,7.696890741,,0.859136383,0.772341489,,,0.666666667,1,0,1,4,0,4,0,5870,154,,,,162,21,2,0.38,4,3,0,0.28,0,,17003,14103,5/31/21,https://covidactnow.org/us/texas-tx/county/navarro_county,0.339293197,0.281423982,0,30342
48351,US,TX,Newton County,county,,iso1:us#iso2:us-tx#fips:48351,,13595,0.0476,other,0,,1,1.167521158,,,,0,1,0,4,1,4,4,629,38,,,,,,1,,,,0,,0,,2474,2154,5/31/21,https://covidactnow.org/us/texas-tx/county/newton_county,0.181978669,0.158440603,0,4497
48353,US,TX,Nolan County,county,,iso1:us#iso2:us-tx#fips:48353,,14714,,other,1.941785277,,0.959105992,1.243125688,,,0.742857142,1,4,1,4,1,4,1,1545,51,,,,86,13,0,0.31,5,3,0,0.34,0,,4743,4266,5/31/21,https://covidactnow.org/us/texas-tx/county/nolan_county,0.322346065,0.28992796,0,7792
48355,US,TX,Nueces County,county,,iso1:us#iso2:us-tx#fips:48355,,362294,0.0425,other,10.29156273,,0.904891927,0.230713502,0.340413151,,0.743380855,2,1,2,4,1,0,1,42840,825,,,,2427,823,44,0.7,140,104,16,0.86,0,,152999,126282,5/31/21,https://covidactnow.org/us/texas-tx/county/nueces_county,0.422306193,0.348562217,0,270818
48357,US,TX,Ochiltree County,county,,iso1:us#iso2:us-tx#fips:48357,,9836,0.286,other,15.97629698,,0.99577802,1.005644343,,,,3,3,2,4,1,4,4,1186,27,,,,25,8,0,0.27,0,,0,,0,,2987,2686,5/31/21,https://covidactnow.org/us/texas-tx/county/ochiltree_county,0.303680358,0.273078487,0,5452
48359,US,TX,Oldham County,county,,iso1:us#iso2:us-tx#fips:48359,,2112,0.25,other,0,,,,,,,0,3,0,4,4,4,4,285,4,,,,,,0,,,,0,,0,,554,473,5/31/21,https://covidactnow.org/us/texas-tx/county/oldham_county,0.262310606,0.223958333,0,994
48361,US,TX,Orange County,county,,iso1:us#iso2:us-tx#fips:48361,,83396,0.0661,other,11.99098278,,0.816071936,0.522223446,,,,2,1,2,4,0,4,4,8710,149,,,,,,4,,,,1,,0,,20837,16685,5/31/21,https://covidactnow.org/us/texas-tx/county/orange_county,0.249856108,0.200069548,0,36081
48363,US,TX,Palo Pinto County,county,,iso1:us#iso2:us-tx#fips:48363,,29189,0.0222,other,0.489421162,,0.993892716,1.169437927,,,0.531914894,0,0,0,4,1,4,0,2909,75,,,,74,33,0,0.31,6,3,0,0.27,0,,8173,6972,5/31/21,https://covidactnow.org/us/texas-tx/county/palo_pinto_county,0.280002741,0.238857104,0,14448
48365,US,TX,Panola County,county,,iso1:us#iso2:us-tx#fips:48365,,23194,0.0357,other,4.927382697,,1.061407903,1.003877405,inf,,,1,1,1,4,1,4,4,1633,75,,,,42,7,0,0.13,0,,1,,0,,5127,4189,5/31/21,https://covidactnow.org/us/texas-tx/county/panola_county,0.221048547,0.180607054,0,8469
48367,US,TX,Parker County,county,,iso1:us#iso2:us-tx#fips:48367,,142878,0.0472,other,6.499051139,,0.764310985,0.500806636,,,0.866666668,1,1,1,4,0,4,3,15942,184,,,,129,48,0,0.64,10,9,2,0.53,0,,47494,41257,5/31/21,https://covidactnow.org/us/texas-tx/county/parker_county,0.332409468,0.288756842,0,85412
48369,US,TX,Parmer County,county,,iso1:us#iso2:us-tx#fips:48369,,9605,0.0286,other,0,,1.032154292,0.944011694,,,,0,0,0,4,1,4,4,1294,35,,,,25,4,0,0.11,5,4,3,,0,,2976,2641,5/31/21,https://covidactnow.org/us/texas-tx/county/parmer_county,0.309838626,0.274960958,0,5330
48371,US,TX,Pecos County,county,,iso1:us#iso2:us-tx#fips:48371,,15823,,other,1.053319008,,0.794306706,0.911951182,,,,1,4,1,4,0,4,4,1675,34,,,,39,1,0,0.19,17,16,3,,0,,6846,5217,5/31/21,https://covidactnow.org/us/texas-tx/county/pecos_county,0.432661316,0.329709916,0,11352
48373,US,TX,Polk County,county,,iso1:us#iso2:us-tx#fips:48373,,51353,0.084,other,0,,0.58544196,0.713869526,,,0.685714286,0,1,0,4,0,4,0,3365,120,,,,66,18,1,0.36,5,3,0,0.41,0,,15870,13361,5/31/21,https://covidactnow.org/us/texas-tx/county/polk_county,0.309037447,0.260179542,1,27910
48375,US,TX,Potter County,county,,iso1:us#iso2:us-tx#fips:48375,,117415,0.04,other,4.136731131,,0.628308292,0.612538001,0.284788372,,0.914858097,1,1,1,4,0,0,3,17543,456,,,,1152,494,22,0.59,85,78,12,0.7,0,,37799,29600,5/31/21,https://covidactnow.org/us/texas-tx/county/potter_county,0.3219265,0.252097262,0,65772
48377,US,TX,Presidio County,county,,iso1:us#iso2:us-tx#fips:48377,,6704,,other,0,,1,1.167521158,,,,0,4,0,4,1,4,4,818,24,,,,,,0,,,,0,,0,,5045,4102,5/31/21,https://covidactnow.org/us/texas-tx/county/presidio_county,0.7525358,0.611873508,0,8943
48379,US,TX,Rains County,county,,iso1:us#iso2:us-tx#fips:48379,,12514,0.049,other,3.424735725,,1.158287782,1.155504546,,,,2,1,1,4,2,4,4,812,26,,,,,,1,,,,0,,0,,3284,2788,5/31/21,https://covidactnow.org/us/texas-tx/county/rains_county,0.262426083,0.222790475,0,5838
48381,US,TX,Randall County,county,,iso1:us#iso2:us-tx#fips:48381,,137713,0.0364,other,3.838210108,,0.652031314,0.66786249,inf,,,1,1,1,4,0,4,4,16913,304,,,,4,,6,,0,,3,,0,,47247,39730,5/31/21,https://covidactnow.org/us/texas-tx/county/randall_county,0.343083079,0.288498544,0,84169
48383,US,TX,Reagan County,county,,iso1:us#iso2:us-tx#fips:48383,,3849,,other,0,,1,1.167521158,,,,0,4,0,4,1,4,4,382,8,,,,7,16,0,0.07,0,,0,,0,,1076,964,5/31/21,https://covidactnow.org/us/texas-tx/county/reagan_county,0.279553131,0.250454664,0,1828
48385,US,TX,Real County,county,,iso1:us#iso2:us-tx#fips:48385,,3452,,other,4.138387684,,,,,,,1,4,1,4,4,4,4,301,12,,,,,,0,,,,0,,0,,1315,1187,5/31/21,https://covidactnow.org/us/texas-tx/county/real_county,0.380938586,0.343858633,0,2449
48387,US,TX,Red River County,county,,iso1:us#iso2:us-tx#fips:48387,,12023,0.04,other,1.188198809,,0.999589163,1.167650099,,,,1,1,1,4,1,4,4,699,37,,,,,,1,,,,1,,0,,3437,3089,5/31/21,https://covidactnow.org/us/texas-tx/county/red_river_county,0.285868752,0.256924229,0,6005
48389,US,TX,Reeves County,county,,iso1:us#iso2:us-tx#fips:48389,,15976,0.1111,other,4.172926056,,0.447265545,0.807452126,0,,,2,2,1,4,0,0,4,1890,43,,,,25,7,1,0.34,2,,0,,1,,5224,4583,5/31/21,https://covidactnow.org/us/texas-tx/county/reeves_county,0.326990486,0.286867802,0,9700
48391,US,TX,Refugio County,county,,iso1:us#iso2:us-tx#fips:48391,,6948,0.0833,other,0,,1.155442358,1.125012604,,,,0,1,0,4,2,4,4,678,23,,,,20,2,4,0.08,1,,0,,0,,2802,2446,5/31/21,https://covidactnow.org/us/texas-tx/county/refugio_county,0.40328152,0.352043754,0,5129
48393,US,TX,Roberts County,county,,iso1:us#iso2:us-tx#fips:48393,,854,,other,0,,,,,,,0,4,0,4,4,4,4,62,1,,,,,,0,,,,0,,0,,191,175,5/31/21,https://covidactnow.org/us/texas-tx/county/roberts_county,0.223653396,0.204918033,0,350
48395,US,TX,Robertson County,county,,iso1:us#iso2:us-tx#fips:48395,,17074,0.0619,other,14.22379893,,0.956643888,0.948879631,,,,2,1,2,4,1,4,4,2174,43,,,,,,1,,,,0,,0,,5683,4754,5/31/21,https://covidactnow.org/us/texas-tx/county/robertson_county,0.332845262,0.278435047,0,9571
48397,US,TX,Rockwall County,county,,iso1:us#iso2:us-tx#fips:48397,,104915,0.0379,other,5.877774071,,0.692883502,0.598548081,0.167084377,,0.547619048,1,1,1,4,0,0,0,11652,157,,,,245,38,2,0.65,6,3,0,0.64,0,,46658,37184,5/31/21,https://covidactnow.org/us/texas-tx/county/rockwall_county,0.444721918,0.354420245,0,80645
48399,US,TX,Runnels County,county,,iso1:us#iso2:us-tx#fips:48399,,10264,0.0606,other,1.391827191,,0.975493187,1.175212615,,,,1,1,1,4,1,4,4,1296,38,,,,50,8,0,0.15,1,,0,,0,,3345,3013,5/31/21,https://covidactnow.org/us/texas-tx/county/runnels_county,0.325896337,0.293550273,0,6014
48401,US,TX,Rusk County,county,,iso1:us#iso2:us-tx#fips:48401,,54406,0.125,other,7.877282443,,0.986660313,0.801365083,inf,,,2,2,1,4,1,4,4,4028,108,,,,96,16,1,0.3,0,,1,,0,,14425,12079,5/31/21,https://covidactnow.org/us/texas-tx/county/rusk_county,0.265136198,0.222015954,0,24735
48403,US,TX,Sabine County,county,,iso1:us#iso2:us-tx#fips:48403,,10542,0.0385,other,0,,1,1.167521158,0.46113307,,,0,1,0,4,1,0,4,524,45,,,,25,1,1,0.14,4,4,1,,0,,3096,2802,5/31/21,https://covidactnow.org/us/texas-tx/county/sabine_county,0.293682413,0.265793967,0,5608
48405,US,TX,San Augustine County,county,,iso1:us#iso2:us-tx#fips:48405,,8237,0.0417,other,0,,,,0.146594203,,,0,1,0,4,4,0,4,578,32,,,,18,1,1,0.19,1,1,0,,0,,2725,2321,5/31/21,https://covidactnow.org/us/texas-tx/county/san_augustine_county,0.330824329,0.281777346,0,4888
48407,US,TX,San Jacinto County,county,,iso1:us#iso2:us-tx#fips:48407,,28859,0.0779,other,5.445194121,,0.745109895,0.852067645,,,,1,1,1,4,0,4,4,1349,39,,,,,,2,,,,1,,1,,7102,5982,5/31/21,https://covidactnow.org/us/texas-tx/county/san_jacinto_county,0.246093073,0.20728369,0,12141
48409,US,TX,San Patricio County,county,,iso1:us#iso2:us-tx#fips:48409,,66730,0.0585,other,0,,0.73545594,0.779773591,inf,,,0,1,0,4,0,4,4,4416,151,,,,75,,4,,0,,2,,0,,26271,21541,5/31/21,https://covidactnow.org/us/texas-tx/county/san_patricio_county,0.393690994,0.322808332,0,45699
48411,US,TX,San Saba County,county,,iso1:us#iso2:us-tx#fips:48411,,6055,0.012,other,13.76273053,,1.079234064,1.155207556,,,,2,0,2,4,1,4,4,782,23,,,,,,0,,,,0,,0,,1627,1217,5/31/21,https://covidactnow.org/us/texas-tx/county/san_saba_county,0.268703551,0.200990917,0,2745
48413,US,TX,Schleicher County,county,,iso1:us#iso2:us-tx#fips:48413,,2793,,other,5.114827886,,,,,,,1,4,1,4,4,4,4,244,6,,,,14,1,1,,0,,0,,0,,930,839,5/31/21,https://covidactnow.org/us/texas-tx/county/schleicher_county,0.332975295,0.300393842,0,1712
48415,US,TX,Scurry County,county,,iso1:us#iso2:us-tx#fips:48415,,16703,0.012,other,4.789558762,,1.301284489,1.104348066,inf,,,2,0,1,4,2,4,4,2425,62,,,,25,12,0,0.29,0,,0,,0,,5545,4642,5/31/21,https://covidactnow.org/us/texas-tx/county/scurry_county,0.331976292,0.277914147,0,9389
48417,US,TX,Shackelford County,county,,iso1:us#iso2:us-tx#fips:48417,,3265,,other,0,,,,,,,0,4,0,4,4,4,4,276,5,,,,,,0,,,,0,,0,,965,834,5/31/21,https://covidactnow.org/us/texas-tx/county/shackelford_county,0.295558959,0.255436447,0,1755
48419,US,TX,Shelby County,county,,iso1:us#iso2:us-tx#fips:48419,,25274,0.036,other,5.652336111,,1.141944692,0.966046961,,,,2,1,1,4,2,4,4,1705,68,,,,,,2,,,,1,,0,,5799,4752,5/31/21,https://covidactnow.org/us/texas-tx/county/shelby_county,0.22944528,0.188019308,0,9783
48421,US,TX,Sherman County,county,,iso1:us#iso2:us-tx#fips:48421,,3022,,other,4.727238347,,,,,,,1,4,1,4,4,4,4,235,12,,,,,,0,,,,0,,0,,878,679,5/31/21,https://covidactnow.org/us/texas-tx/county/sherman_county,0.290536069,0.224685639,0,1484
48423,US,TX,Smith County,county,,iso1:us#iso2:us-tx#fips:48423,,232751,0.0219,other,3.866793268,,0.752205603,0.529713889,0.177787074,,0.891654466,1,0,1,4,0,0,3,20452,482,,,,1363,863,49,0.73,195,174,26,0.44,0,,77871,66232,5/31/21,https://covidactnow.org/us/texas-tx/county/smith_county,0.334567843,0.284561613,0,140931
48425,US,TX,Somervell County,county,,iso1:us#iso2:us-tx#fips:48425,,9128,0.0189,other,3.13008639,,1,1.167521158,1.465942029,,,1,0,1,4,1,3,4,1084,14,,,,16,1,1,0.14,0,0,0,,0,,3006,2666,5/31/21,https://covidactnow.org/us/texas-tx/county/somervell_county,0.329316389,0.292068361,0,5317
48427,US,TX,Starr County,county,,iso1:us#iso2:us-tx#fips:48427,,64633,0.0319,other,4.383725548,,0.73712386,0.760419128,0.815217394,,1,1,1,1,4,0,3,3,9472,298,,,,48,15,1,0.19,3,3,1,,2,,38062,31957,5/31/21,https://covidactnow.org/us/texas-tx/county/starr_county,0.588894218,0.494437826,0,64298
48429,US,TX,Stephens County,county,,iso1:us#iso2:us-tx#fips:48429,,9366,0.0714,other,1.779486084,,0.934888948,1.187956247,,,,1,1,1,4,1,4,4,803,26,,,,40,4,0,0.2,0,,0,,0,,2508,2169,5/31/21,https://covidactnow.org/us/texas-tx/county/stephens_county,0.267777066,0.231582319,0,4224
48431,US,TX,Sterling County,county,,iso1:us#iso2:us-tx#fips:48431,,1291,,other,0,,,,,,,0,4,0,4,4,4,4,108,4,,,,,,0,,,,0,,0,,368,287,5/31/21,https://covidactnow.org/us/texas-tx/county/sterling_county,0.285050349,0.222308288,0,650
48433,US,TX,Stonewall County,county,,iso1:us#iso2:us-tx#fips:48433,,1350,,other,10.58201058,,,,,,,2,4,2,4,4,4,4,157,6,,,,20,1,2,0.14,0,,0,,0,,452,413,5/31/21,https://covidactnow.org/us/texas-tx/county/stonewall_county,0.334814815,0.305925926,0,808
48435,US,TX,Sutton County,county,,iso1:us#iso2:us-tx#fips:48435,,3776,,other,3.783292978,,1,1.167521158,,,,1,4,1,4,1,4,4,470,8,,,,12,2,2,0.1,11,10,0,,0,,1313,1161,5/31/21,https://covidactnow.org/us/texas-tx/county/sutton_county,0.347722458,0.30746822,0,2441
48437,US,TX,Swisher County,county,,iso1:us#iso2:us-tx#fips:48437,,7397,0.0625,other,4.506331396,,0.872781616,0.755504945,,,,1,1,1,4,0,4,4,885,18,,,,20,3,0,0.21,0,,0,,0,,2184,1842,5/31/21,https://covidactnow.org/us/texas-tx/county/swisher_county,0.295254833,0.249019873,0,3523
48439,US,TX,Tarrant County,county,,iso1:us#iso2:us-tx#fips:48439,,2102515,0.0346,other,4.715441133,,0.855008874,0.127106373,0.196211269,,0.841803866,1,1,1,4,0,0,2,260518,3505,,,,7101,3450,141,0.68,399,336,43,0.65,79,,870063,718581,5/31/21,https://covidactnow.org/us/texas-tx/county/tarrant_county,0.413820115,0.341772116,0,1545662
48441,US,TX,Taylor County,county,,iso1:us#iso2:us-tx#fips:48441,,138034,0.0124,other,1.966389233,,0.549992384,0.737549358,0.111263266,,0.901574802,1,0,1,4,0,0,3,15902,411,,,,946,353,9,0.52,36,32,1,,0,,45990,39499,5/31/21,https://covidactnow.org/us/texas-tx/county/taylor_county,0.333178782,0.286154136,0,82941
48443,US,TX,Terrell County,county,,iso1:us#iso2:us-tx#fips:48443,,776,,other,0,,,,,,,0,4,0,4,4,4,4,74,2,,,,,,0,,,,0,,0,,355,296,5/31/21,https://covidactnow.org/us/texas-tx/county/terrell_county,0.457474227,0.381443299,0,635
48445,US,TX,Terry County,county,,iso1:us#iso2:us-tx#fips:48445,,12337,0.0216,other,2.315913802,,1,1.167521158,,,,1,0,1,4,1,4,4,1695,56,,,,45,3,0,0.18,0,,0,,0,,3977,3424,5/31/21,https://covidactnow.org/us/texas-tx/county/terry_county,0.322363622,0.27753911,0,6949
48447,US,TX,Throckmorton County,county,,iso1:us#iso2:us-tx#fips:48447,,1501,,other,0,,,,,,,0,4,0,4,4,4,4,73,5,,,,14,2,1,0.07,0,,0,,0,,541,488,5/31/21,https://covidactnow.org/us/texas-tx/county/throckmorton_county,0.360426382,0.325116589,0,1012
48449,US,TX,Titus County,county,,iso1:us#iso2:us-tx#fips:48449,,32750,0.0811,other,2.617230098,,1.048095428,1.0394405,0.144787645,,0.625,1,1,1,4,1,0,0,3735,84,,,,174,51,0,0.62,8,5,0,0.47,0,,9420,7382,5/31/21,https://covidactnow.org/us/texas-tx/county/titus_county,0.287633588,0.22540458,0,16269
48451,US,TX,Tom Green County,county,,iso1:us#iso2:us-tx#fips:48451,,119200,0.0208,other,2.157238734,,0.645348107,0.75783795,0.071556351,,0.468438537,1,0,1,4,0,0,0,16890,269,,,,692,241,8,0.48,43,20,2,0.56,0,,40835,35927,5/31/21,https://covidactnow.org/us/texas-tx/county/tom_green_county,0.342575503,0.301401007,0,75101
48453,US,TX,Travis County,county,,iso1:us#iso2:us-tx#fips:48453,,1273954,0.0124,other,2.220308919,,0.757271063,0.233105309,0.16334283,,0.867692307,1,0,1,4,0,0,3,83722,1023,,,,3904,1964,67,0.73,278,241,24,0.67,0,,712434,576022,5/31/21,https://covidactnow.org/us/texas-tx/county/travis_county,0.559230553,0.452152903,0,1240511
48455,US,TX,Trinity County,county,,iso1:us#iso2:us-tx#fips:48455,,14651,0.0347,other,11.70081028,,1.15107447,0.887857637,inf,,,2,1,2,4,2,4,4,791,26,,,,45,,1,,0,,0,,1,,4707,3967,5/31/21,https://covidactnow.org/us/texas-tx/county/trinity_county,0.321274998,0.270766501,0,8209
48457,US,TX,Tyler County,county,,iso1:us#iso2:us-tx#fips:48457,,21672,0.0179,other,0,,0.99376055,1.169479408,0.507246377,,,0,0,0,4,1,1,4,1275,42,,,,49,4,1,0.09,4,3,1,,0,,5769,4729,5/31/21,https://covidactnow.org/us/texas-tx/county/tyler_county,0.266196013,0.218207826,0,10151
